Profile Pic,Full Name Words,Nums/Length Fullname,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Delta,Fake
0,1,0,0,0,0,0,0,1,50,1231,-1181,1
1,1,0,64,0,0,0,0,100,414,1910,-1496,1
1,0,0,0,0,0,0,0,2,84,5998,-5914,1
1,1,0,68,1,1,0,0,1031,513,7469,-6956,1
1,0,0,0,0,0,0,0,3,80,6100,-6020,1
1,2,0,69,1,1,0,0,536,195,1163,-968,1
0,3,0,0,0,0,0,0,0,63,1253,-1190,1
1,1,0,0,0,0,0,0,1,7,181,-174,1
1,0,0,0,0,1,0,0,0,512,821,-309,1
1,2,0,31,0,0,0,0,0,23,39,-16,1
1,0,0,0,0,0,0,0,2,97,6194,-6097,1
1,1,0,0,0,0,0,0,4,88,5248,-5160,1
0,1,0,0,0,1,0,0,75,3,589,-586,1
1,1,0,0,0,0,0,0,3,80,6179,-6099,1
1,1,0,0,0,0,0,0,1,20,611,-591,1
0,2,0,0,0,0,0,0,0,346,6481,-6135,1
1,0,0,0,0,0,0,0,4,84,6252,-6168,1
1,1,0,3,0,0,0,1,1,71,4383,-4312,1
1,1,0,0,0,0,0,0,2,74,4070,-3996,1
1,0,0,0,0,1,0,0,3,27,5687,-5660,1
1,3,0,48,0,0,0,1,0,949,4984,-4035,1
1,1,0,112,0,1,0,0,20,277,3638,-3361,1
1,3,0,0,0,1,0,0,124,183,7499,-7316,1
1,1,0,0,0,0,0,0,1,123,6519,-6396,1
1,0,0,0,0,1,0,0,3,19,3358,-3339,1
1,2,0,0,0,0,0,0,33,262,805,-543,1
1,1,0,0,0,0,0,0,1,174,168,6,1
0,0,0,0,0,1,0,0,1,116,5594,-5478,1
0,4,0,0,0,0,0,0,0,11,480,-469,1
1,1,0,0,0,0,0,0,3,60,2885,-2825,1
1,0,0,0,0,0,0,0,2,22,3802,-3780,1
1,2,0,0,0,1,0,0,1752,736,6722,-5986,1
1,2,0,137,0,0,0,0,67,656,744,-88,1
1,0,0,0,0,0,0,0,2,76,6268,-6192,1
1,0,0,0,0,1,0,0,3,18,6368,-6350,1
1,2,0,0,0,1,0,0,2,0,2,-2,1
1,2,0,0,0,1,0,0,1,61,1054,-993,1
0,1,0,0,0,0,0,0,0,13,73,-60,1
1,1,0,0,0,0,0,0,0,10,15,-5,1
1,1,0,0,0,0,0,0,2,72,3322,-3250,1
1,1,0,0,0,0,0,0,2,65,3512,-3447,1
1,0,0,0,0,0,0,0,2,86,6224,-6138,1
1,0,0,0,0,0,0,0,0,98,654,-556,1
1,3,0,113,0,1,0,0,1980,1183,4602,-3419,1
1,6,0,133,0,0,0,1,266,1058,2055,-997,1
1,1,0,0,0,0,0,0,2,59,3613,-3554,1
1,0,0,20,0,1,0,0,1,10,1394,-1384,1
1,2,0,0,0,1,0,0,85,596,1456,-860,1
1,0,0,0,0,0,0,0,4,77,6003,-5926,1
1,1,0,0,0,0,0,0,1,134,2978,-2844,1
0,3,0,0,0,0,0,0,0,11,529,-518,1
1,1,0,0,0,0,0,0,3,81,2999,-2918,1
1,0,0,0,0,0,0,0,0,125,2528,-2403,1
1,1,0,48,0,0,0,0,695,140,325,-185,1
1,0,0,0,0,0,0,0,8,80,6084,-6004,1
0,4,0,0,0,0,0,0,0,7,492,-485,1
1,0,0,0,0,0,0,0,5,62,2390,-2328,1
0,2,0,0,0,0,0,0,0,15,19,-4,1
1,2,0,10,0,1,0,0,39,123,763,-640,1
1,0,0,0,0,0,0,0,652,1075,3760,-2685,1
1,1,0,45,0,0,0,0,0,5,47,-42,1
1,2,0,16,0,1,0,0,70,191,493,-302,1
0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1098,6621,-5523,1
1,1,0,0,0,0,0,0,2,88,6165,-6077,1
1,0,0,0,0,1,0,0,3,29,6050,-6021,1
1,1,0,0,0,0,0,0,1,75,4350,-4275,1
1,0,0,12,0,1,0,0,0,59,1067,-1008,1
1,1,0,24,0,1,0,0,291,597,4460,-3863,1
1,0,0,0,0,0,0,0,0,164,6840,-6676,1
1,0,0,0,0,0,0,0,6,79,5962,-5883,1
1,2,0,14,0,1,0,0,281,129,630,-501,1
1,1,0,0,0,0,0,0,2,86,6157,-6071,1
1,1,0,0,0,0,0,0,0,209,6502,-6293,1
1,0,0,0,0,1,0,0,1,21,244,-223,1
1,0,0,0,0,0,0,0,2,16,2384,-2368,1
1,0,0,0,0,0,0,0,2,69,3342,-3273,1
1,1,0,0,0,0,0,0,2,64,5333,-5269,1
1,1,0,0,0,0,0,0,24,162,641,-479,1
1,1,0,95,0,0,0,0,12,2028,6587,-4559,1
1,0,0,100,0,0,0,1,382,246,667,-421,1
1,1,0,0,0,1,0,0,0,299,5720,-5421,1
1,0,0,0,0,1,0,0,1,1021,4033,-3012,1
1,1,0,0,0,0,0,0,2,71,6112,-6041,1
1,0,0,0,0,0,0,0,3,102,6222,-6120,1
1,1,0,0,0,0,0,0,3,58,1871,-1813,1
1,2,0,74,0,0,0,0,30,497,710,-213,1
1,1,0,0,0,0,0,0,3,51,1589,-1538,1
0,4,0,0,0,0,0,0,0,11,493,-482,1
0,2,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,5,518,-513,1
0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,150,0,0,0,1,4,459,2720,-2261,1
1,1,0,0,0,0,0,0,2,96,5561,-5465,1
1,0,0,0,0,1,0,0,5,26,2306,-2280,1
1,1,0,0,0,0,0,0,3,74,6166,-6092,1
1,1,0,0,0,0,0,0,2,71,6241,-6170,1
1,0,0,0,0,0,0,0,3,75,6234,-6159,1
1,1,0,0,0,0,0,0,1,16,398,-382,1
1,1,0,0,0,0,0,0,0,90,6196,-6106,1
1,0,0,0,0,1,0,0,2,30,6166,-6136,1
1,1,0,0,0,0,0,0,3,82,6126,-6044,1
1,1,0,0,0,0,0,0,3,48,1794,-1746,1
1,4,0,131,1,0,0,1,533,4926,3590,1336,1
1,1,0,0,0,0,0,0,1,14,520,-506,1
1,0,0,0,0,0,0,0,3,42,6243,-6201,1
1,0,0,0,0,0,0,0,0,77,4722,-4645,1
1,1,0,21,0,0,0,0,4,13,333,-320,1
1,0,0,0,0,0,0,0,6,177,7021,-6844,1
1,2,0,0,0,1,0,0,18,10,202,-192,1
1,1,0,0,0,1,0,0,5,388,546,-158,1
1,1,0,0,0,1,0,0,13,176,7369,-7193,1
1,2,0,0,0,1,0,0,4,1312,7486,-6174,1
1,0,0,0,0,0,0,0,3,91,6176,-6085,1
1,3,0,41,1,1,0,0,548,639,6704,-6065,1
1,1,0,0,0,0,0,0,4,75,6153,-6078,1
1,1,0,0,0,0,0,0,3,53,1045,-992,1
1,0,0,126,0,1,0,0,11,1639,3049,-1410,1
1,1,0,0,0,1,0,0,2,0,178,-178,1
1,0,0,0,0,0,0,0,2,63,3150,-3087,1
1,2,0,0,0,0,0,0,55,1136,2921,-1785,1
1,1,0,0,0,0,0,0,4,44,1960,-1916,1
1,1,0,0,0,0,0,0,3,57,2099,-2042,1
1,2,0,82,1,0,0,1,561,850,7498,-6648,1
1,2,0,17,0,1,0,0,24,212,460,-248,1
1,2,0,0,0,0,0,0,1,296,2647,-2351,1
1,1,0,0,0,0,0,0,3,73,4458,-4385,1
1,0,0,0,0,0,0,0,3,75,6110,-6035,1
1,0,0,0,0,1,0,0,2,35,6127,-6092,1
1,2,0,0,0,0,0,0,0,2,1,1,1
1,2,0,0,0,0,0,0,1,26,136,-110,1
1,0,0,0,0,1,0,0,3,25,6207,-6182,1
1,2,0,53,0,1,0,0,19,364,885,-521,1
1,0,0,0,0,0,0,0,4,58,2817,-2759,1
1,0,0,0,0,1,0,0,9,21,6299,-6278,1
1,2,0,22,0,1,0,0,107,315,943,-628,1
1,2,0,0,0,0,0,0,20,154,334,-180,1
1,1,0,0,0,0,0,0,2,86,6299,-6213,1
0,1,0.1667,0,0,0,0,0,0,44,1056,-1012,1
1,0,0,0,0,0,0,0,1,5,175,-170,1
1,0,0,0,0,1,0,0,5,23,6131,-6108,1
1,1,0,24,1,0,0,0,1,143,6270,-6127,1
0,1,0,0,0,0,0,0,0,1,323,-322,1
1,2,0,0,0,0,0,0,0,85,5893,-5808,1
1,2,0,0,0,1,0,0,119,169,447,-278,1
1,1,0,0,0,0,0,0,2,74,4702,-4628,1
0,0,0,0,0,1,0,0,0,24,48,-24,1
1,0,0,0,0,0,0,0,1,358,5773,-5415,1
1,1,0,0,0,0,0,0,2,73,3987,-3914,1
1,1,0,0,0,0,0,0,1,20,562,-542,1
1,1,0,0,0,0,0,0,2,77,5795,-5718,1
1,1,0,80,0,0,0,0,0,36,672,-636,1
1,2,0,0,0,1,0,0,239,2282,7494,-5212,1
1,1,0,0,0,0,0,0,7,98,4974,-4876,1
1,1,0.2,0,0,1,0,0,30,1408,1569,-161,1
1,0,0,92,1,1,0,0,164,845,1537,-692,1
1,1,0,0,0,0,0,0,22,92,6452,-6360,1
1,1,0,0,0,0,0,0,5,82,6061,-5979,1
1,1,0,148,0,1,0,0,66,60,2617,-2557,1
1,1,0,0,0,0,0,0,2,51,2962,-2911,1
1,2,0,64,0,1,0,0,6,135,3981,-3846,1
1,0,0,0,0,1,0,0,4,22,6212,-6190,1
0,1,0.4,0,0,0,0,0,0,14,12,2,1
0,1,0,0,0,0,0,0,0,42,20,22,1
0,1,0.2667,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,6,0,6,1
0,4,0,0,0,0,0,0,0,15,499,-484,1
1,1,0.2857,0,0,0,0,0,1,62,6154,-6092,1
1,1,0,0,0,0,0,0,2,93,6168,-6075,1
1,0,0,0,0,1,0,0,3,33,2824,-2791,1
1,1,0,0,0,0,0,0,3,100,6197,-6097,1
1,1,0,0,0,1,0,0,0,376,2116,-1740,1
1,1,0,0,0,0,0,0,3,67,4237,-4170,1
1,0,0,31,0,1,0,0,9,73,5144,-5071,1
1,0,0,0,0,0,0,0,2,93,6148,-6055,1
1,2,0,47,1,1,0,0,33,308,799,-491,1
1,1,0,0,0,0,0,0,3,96,6275,-6179,1
1,1,0,147,0,1,0,0,861,592,1721,-1129,1
1,1,0,0,0,0,0,0,4,74,6193,-6119,1
1,1,0,0,0,0,0,0,135,204,1390,-1186,1
1,1,0,0,0,0,0,0,2,97,6258,-6161,1
1,2,0,28,0,0,0,0,19,664,2452,-1788,1
1,1,0,0,0,1,0,0,1,31,958,-927,1
1,2,0,59,0,0,0,1,1549,151,267,-116,1
1,1,0,0,0,0,0,0,3,66,5338,-5272,1
1,0,0,0,0,0,0,0,2,81,6234,-6153,1
1,1,0,0,0,0,0,0,4,63,5238,-5175,1
0,0,0,0,0,0,0,0,0,16,475,-459,1
0,2,0,0,0,0,0,0,0,9,0,9,1
0,2,0,12,0,0,0,0,0,17,535,-518,1
1,1,0,0,0,0,0,0,3,79,6187,-6108,1
1,0,0,0,0,0,0,0,1,52,673,-621,1
1,2,0,52,0,1,0,0,33,209,414,-205,1
1,1,0,0,0,0,0,0,2,103,6200,-6097,1
1,2,0,0,0,0,0,0,59,549,2449,-1900,1
1,2,0,0,0,0,0,0,1,26,878,-852,1
1,1,0,0,0,0,0,0,18,490,6584,-6094,1
1,1,0,52,0,1,0,0,337,396,1219,-823,1
1,1,0,0,0,0,0,0,4,90,5982,-5892,1
1,2,0,117,0,1,0,0,363,279,1244,-965,1
1,1,0,0,0,0,0,0,3,81,6293,-6212,1
1,2,0,0,0,0,0,0,5,15,292,-277,1
1,1,0,136,0,0,0,1,297,1454,5684,-4230,1
1,1,0,54,0,1,0,0,43,132,321,-189,1
1,1,0,0,0,0,0,0,1,58,3065,-3007,1
1,0,0,0,0,1,0,0,10,25,6098,-6073,1
1,1,0,149,1,0,0,0,27,129,3056,-2927,1
1,1,0,41,0,0,0,0,1,244,763,-519,1
1,0,0,0,0,0,0,0,5,16,536,-520,1
1,0,0,0,0,0,0,0,2,52,6146,-6094,1
1,1,0,0,0,0,0,0,3,82,4593,-4511,1
1,0,0,78,0,0,0,0,11,301,832,-531,1
1,0,0,0,0,1,0,0,3,23,4548,-4525,1
1,0,0,0,0,1,0,0,3,24,5174,-5150,1
1,2,0,30,0,1,0,0,28,360,838,-478,1
1,2,0,44,0,1,0,0,7833,1021,7497,-6476,1
1,1,0,4,0,0,0,0,7,5,22,-17,1
1,1,0,0,0,0,0,0,4,65,5242,-5177,1
1,1,0,0,0,0,0,0,2,87,5434,-5347,1
1,1,0,0,0,0,0,0,1,25,1228,-1203,1
1,0,0,0,0,1,0,0,2,27,3609,-3582,1
0,2,0,17,1,1,0,0,0,104,3282,-3178,1
1,2,0,0,0,0,0,0,1,332,3090,-2758,1
1,2,0,2,0,1,0,0,8,661,1562,-901,1
0,0,0,0,0,0,0,0,0,2,223,-221,1
1,2,0,58,0,1,0,0,47,296,4909,-4613,1
1,1,0,0,0,1,0,0,0,5,67,-62,1
1,1,0,0,0,0,0,0,3,81,6108,-6027,1
