Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake,Profile Pic Url,Username
1,0,3,86,0,0,0,24,392,362,1,4.167,0.429,101.5,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/19120801_818195788335929_2628593270178971648_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=A6OUS161hbQAX-d-BtZ&oh=205427246b6024629e93ec79d15fd266&oe=5EB0593B,gem_marani
1,0,1,22,1,0,1,210,1302,2909,1,2.0,4.083,263.17,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84477942_799992743827480_7137327947563663360_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=ueEAZshiKrUAX92D7-P&oh=ea94ef98ba55a63d7802cb1f6500a1ce&oe=5EB00442,sophiahcases
1,0,5,146,0,0,1,32,125,202,1,3.125,1.667,34.031,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69357882_858243441240032_684081126523797504_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=-Ns0xLrCFbUAX-0FHwT&oh=bf4fd4fc8444323331e0360f238c04e9&oe=5EAF7632,gb_photography_lnd
1,0,2,31,0,0,1,14,1051,854,1,7.143,0.833,173.071,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87650490_3021199877912915_5987875518106566656_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=ga_TPE2r4YwAX_kwFbj&oh=10fe6d581fe37bd46e4291dcb2a08254&oe=5EAF19C3,sanz_st
1,0,2,98,0,0,0,24,290,239,1,16.667,2.667,42.375,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/75196169_581642712583397_6027443174903906304_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=VkIIJyexUbIAX-BFCIk&oh=2f8919581c26074b2b0900abaa6422e0&oe=5EAEEE61,abbiedouglas.scout
1,0,2,34,0,0,0,17,254,237,1,11.765,0.333,28.059,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/47694921_511666362688364_3597692124432171008_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=WsFSZYsXOX4AX9u-MvR&oh=3dd8d0185e753275b085c39582c5f401&oe=5EACA289,riccardogee
1,0,2,13,0,0,1,19,2092,2129,1,15.789,1.6,115.842,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91159431_1344782219056579_8218004395695013888_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=ZPxNAkKF2v8AX-oBSOI&oh=bac4a4656a34c0425b467339a9417784&oe=5EAF1A81,astridburley
1,0,2,0,0,0,0,21,674,853,1,4.762,4.2,134.857,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/88138267_205282710579595_1617519412779155456_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=NRNa1HTzw_kAX9pLZvK&oh=584be112f9373ce6a2b1531811c5f41d&oe=5EAE26CA,adam.cosentino
1,0,2,10,0,0,0,106,1589,1909,1,2.0,4.917,224.23,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91079392_555396228421726_5927175359492521984_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Xd4Ob9na980AX86ZJf4&oh=a2db4d91e78df3a743baf81a922eb688&oe=5EAE84ED,milena.coulter
1,0,2,15,0,0,0,35,981,457,1,2.857,1.917,138.543,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91117141_631793787673658_2032215594882826240_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=G0sXek6PjIoAX-s6605&oh=6b3a017f37d6cf47908d81fc0b8128e9&oe=5EAFB9A9,andreamori__
1,0.182,2,15,0,0,1,16,458,1019,1,6.25,0.833,64.688,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/79809616_706690119859425_282461784101617664_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=cD6eOVzOu88AX_bRW82&oh=b10fc8aeb4f66da0b5335dbebf946bd7&oe=5EAFFAE8,frankie_h02
1,0,2,21,1,0,0,81,401,253,1,1.235,0.667,39.864,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/52020971_966732750192890_1441235173059330048_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=rOG6zuZOzSwAX8nFboY&oh=db25f6320c651dceebebd8d63c3742f3&oe=5EAE01A2,stefanobacchini
1,0,2,0,0,0,0,19,480,435,0,5.263,0,57.158,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/11925701_1595531787375429_1763713689_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=E58pjb7bQmQAX9lZSP5&oh=b14319ea991e8a7d259c59a14aac2db6&oe=5EAE87B8,cristianocadonici
1,0,1,0,0,0,1,71,1183,308,1,2.817,0.333,117.014,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/74706203_1095294934137169_5095673874285068288_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=EWwx5X8EY2kAX_-RHcU&oh=2d7d0fa5b1c3a6edfb1a2e2b0c357591&oe=5EAC78F8,lillydiliberto
1,0,3,0,0,0,0,136,235,407,1,5.0,1.455,20.11,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s150x150/14719234_1122001791230260_8425807772607578112_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=8PR4Ke7OdwsAX8-isV6&oh=3a98c782d09ca39becf7b61cc8e72f7f&oe=5EAD8A40,pierfrancescogeppetti
1,0,1,91,0,0,1,69,572,619,1,4.348,0.333,49.957,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/67166608_688488941664779_7912226423849353216_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=DEiwUeup8w0AX-A9VtX&oh=11d4bd069c1b73f1adaae0fe648972b4&oe=5EAEDA34,matteoalfieri_
1,0,3,41,0,0,0,3,65,134,1,33.333,0.5,13.0,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/70597901_2442543066067855_3572396678319177728_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=rDqDLOtnQp8AX8xXx1X&oh=cfd954a3f0bef21c9efa21e00e72060f&oe=5EAE0CEB,michaelaboschini
1,0,2,0,0,0,1,12,5626,566,1,8.333,0.8,1491.25,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/36526695_830324070507135_5767077558726164480_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=pdg39d4018UAX9F0QOW&oh=60540efe38398d0de754b1bbc3232e68&oe=5EAF78FA,miriamtomasello_
1,0,2,46,0,0,0,128,744,346,1,3.0,0.375,31.26,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/80457207_1180760695465982_5697317243910619136_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=QrbIHmoQE4kAX_gtTjx&oh=4b7c1179f7a6b1420b4f4175b19329c5&oe=5EAEA70E,lorenzocampagnoli
1,0,2,0,0,0,0,10,252,393,0,10.0,0,69.7,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/26071309_150325432290550_5254586573315375104_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=aDpsi9ZHlsAAX8jgcvA&oh=3796030578ac16c38ddc530249e44d7b&oe=5EAE8911,filipp.ppino
1,0,1,122,0,0,1,8,565,495,1,12.5,0.875,122.125,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87220533_613367869223643_7494489727022661632_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=zZdZCc7ew-oAX8gdSqM&oh=5bb4667b6873d40c87952bed31f8e702&oe=5EAD41F5,_andreapacifico
1,0,1,45,0,0,0,38,375,387,1,5.263,0.25,43.211,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/70776599_626508481433594_419948149717598208_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=z8-NgvtTBgAAX-FB1sU&oh=5174147280f03f605121af057b9c7c3c&oe=5EB03DCD,michelabalocchi
1,0,2,19,0,0,0,56,574,776,1,1.786,0.333,70.732,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/82261442_809100846268941_4010261395781189632_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=1okcODAd1UoAX8J6CC0&oh=762a9686ddcc7dfeed638d2df02cae94&oe=5EAD9CE4,coccoyhoo
1,0,1,48,0,0,1,22,965,667,1,4.545,1.545,188.091,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/59892999_836488016685981_8673277208313200640_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Y-Nh9l7SZjwAX8flrgW&oh=04a0d388834ce5527bfc3ad75fb445d5&oe=5EADC178,dillonclarke_
1,0,3,48,1,0,0,316,3211,1022,1,2.0,7.333,122.22,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/66336820_483026012431836_6550234746020954112_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=fQMMTF7ZRXgAX8vO_5f&oh=099a24fa146f56e5fc8b0821914e4b70&oe=5EAEE5C9,mearakallista
1,0,2,39,1,0,1,1566,59336,802,1,2.0,14.286,4192.98,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91604109_661846694644485_1999579852092473344_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=gXR9oC6-3mYAX82mEjF&oh=3b141fd2fb0f50f50aa5a046dc3edd88&oe=5EACBA32,abdullaelmaz
1,0,2,11,0,0,1,10,328,539,1,10.0,0.833,90.3,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s150x150/87606770_198861498093796_1146712257502117888_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=lC5obI6BWAkAX9e6o0F&oh=de7be653212989d80335443f0dece7d0&oe=5EAFFEC9,mugens_bby
1,0,1,6,0,0,0,12,2796,818,1,8.333,0.818,494.167,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91625142_237352623981748_5407890667827363840_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=dOa3mQOB4osAX8lrOO7&oh=f5a5e263ca7d34fbd7d76d0eb80fca92&oe=5EAC9C4B,lolaforsyth
1,0,2,22,1,0,0,31,1217,1185,1,3.226,1.917,215.419,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84034015_221037399058938_3704812856517066752_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=oKXGTutDkTcAX9kwWWe&oh=201c3f234d525ca015a824cf672a4094&oe=5EAFD923,camberwellian
1,0,4,22,1,0,0,9,547,503,0,11.111,0.143,142.222,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/83045431_224625041872746_3268857501126230016_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=2qOa1QPUbbcAX_yg3NJ&oh=0008da25a16ff3d2d7906a2b14390006&oe=5EACBEB6,armadadadavid
1,0,1,21,1,0,0,15,1386,1594,1,6.667,1.273,341.2,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/90231961_499823834258530_6792132732970336256_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=gzBztkhyBJ0AX93EFIi&oh=18fe50e4617a1e5db895587f090694a5&oe=5EAFCF9F,lolaapeach
1,0,1,5,0,0,0,64,905,677,1,3.125,0.5,99.156,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/69267988_2714531332148085_6273601198180270080_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=dOg0kJLMa4MAX_JemnO&oh=3f2bd0987b5ed67a46704f3f9c6316d3&oe=5EAFD4B1,andreabondanelli_
1,0,1,13,0,0,1,192,1489,971,1,1.0,1.5,293.69,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/75599439_2360612730718184_4641556047092252672_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=27-_MlmopXoAX-NXAln&oh=1cd55facf275840171b03001241d9be0&oe=5EAEDFBC,chiara_ermidi
1,0.2,1,18,1,0,0,25,735,707,1,8.0,1.5,84.64,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/90050273_694049321334825_2365309039040004096_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=Mkd-G0Qu7yAAX8RaTA8&oh=ff6792a5db35fb970aafac791d6d9b02&oe=5EAE95F3,k1ded
1,0,3,56,1,0,0,68,1197,923,1,2.941,4.167,85.279,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/72084476_558018261621120_8801056913480482816_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=dQUhO1qeXR4AX-finwy&oh=4b531475edb2ce790eb40b46e1d2b28a&oe=5EADB74B,lilingtons
1,0.222,5,53,0,0,1,517,85011,41,1,3.0,50.0,5238.52,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/84312501_658789944919104_3096190689021526016_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=b--eXDeGMx0AX81-0dE&oh=517401bdc8548f85a8cc0c880ee77eea&oe=5EAFE222,pretty60s
1,0.143,0,3,0,0,0,2,350,308,1,50.0,1.0,124.0,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/90092210_909221922856777_4689725002965057536_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=GahZlL1SEDcAX8m3ud4&oh=c9160513e29c49e5400196e598d7d597&oe=5EAD9303,c0._smo
1,0,1,5,0,0,0,11,1933,517,1,9.091,1.0,302.909,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/71194654_438972770101562_852785650909315072_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=bSAY5o5X_qkAX-bJHjr&oh=8e4c715935148a74465aa97a7b2f38eb&oe=5EAF9248,federica.zanda
1,0,3,101,0,0,1,124,1461,916,1,1.0,1.091,304.15,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/36686709_778340832374204_3665124304980279296_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=T-gLXfWY_gEAX9M1hUq&oh=98b6b1e24c27ec7f9e1845e37aacdd06&oe=5EAED44C,carlotta_donati
1,0,2,29,0,0,1,193,2002,466,1,2.0,5.333,305.98,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/84574019_824016941403837_3879438869493448704_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=7foRrbN5B4MAX8l5qfX&oh=140e852339e921aba1cbceffd509536f&oe=5EAEBA70,alessia_gaiani
1,0,2,135,0,0,0,31,176,490,1,9.677,1.3,31.645,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/71672826_730510537433174_6063091875907108864_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=50TbUhAPHIsAX-R_clx&oh=f06b98e7128f6fba364945c1124cc989&oe=5EAE911E,roooouge
1,0,2,8,0,0,1,52,616,576,1,5.769,0.375,55.577,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/20686853_1006983316108137_208463015169753088_a.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=n25LUmqiwSQAX-_esj_&oh=9de58109f661c62155035deeb5c9cbfc&oe=5EAEB4ED,lolloalb_
1,0,4,81,0,0,1,24,873,471,1,4.167,0.429,248.292,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/22582643_203411593535259_7513317274510426112_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=IpDm3s1KwhMAX8CT5YK&oh=996354ca5343cde31d190786bc742a2c&oe=5EADC2D9,liam_udom
1,0,2,145,1,0,1,2784,347345,4,1,4.0,50.0,29774.83,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/28157572_154782461905992_1999968104251129856_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=hJU723Bpk9UAX8fFB6s&oh=69278368c068e67549dbc8efd7a0be62&oe=5EB053C0,different_group
1,0,1,125,1,0,1,15,291,11,1,6.667,0.583,23.933,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/74350316_710021716143786_4155275387368112128_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=FsFbwevGllAAX9cCSc-&oh=d1c23ab34c5f3210da26579117d75f10&oe=5EAF4732,duepintedallangolo
1,0,3,20,0,0,1,31,1243,866,1,3.226,0.727,244.645,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/67063378_2502105330021386_5422656464743301120_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=0rAMOwfN2NsAX-6EBkL&oh=16cfe591b2d6f7631f9cd09c645479d0&oe=5EAEA375,giacomoserrato
1,0,2,34,0,0,0,2,227,241,1,50.0,0.667,95.0,0,https://scontent-hkg3-2.cdninstagram.com/v/t51.2885-19/s320x320/90813397_205040154138972_6315197054498897920_n.jpg?_nc_ht=scontent-hkg3-2.cdninstagram.com&_nc_ohc=kyAveNjMpCIAX_S5lcK&oh=b831061da285856d7426402e9431ad11&oe=5EAF4E72,bianca.gargiu
1,0,1,67,0,0,1,4,408,407,0,25.0,0,41.0,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/29415478_1849789711980644_8684594331174043648_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=K5PBQlmgkfEAX9X31yi&oh=1bead59735c938f1b26aed43c007ce99&oe=5EAC9ACB,edoardo_boni
1,0,2,110,0,0,0,74,975,933,1,1.351,1.333,141.689,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/67594997_2103729683267823_5638506080632832000_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=XAZ09uwWKrEAX-MEEpb&oh=949496718a5e7ee0baaa0f7e2572937a&oe=5EAEA94D,edoardoraboni
1,0,1,133,0,0,0,26,538,938,1,3.846,1.4,88.038,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84636243_176320060458546_6582728668991193088_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=-qipiGmEzFMAX9lUPiW&oh=08412a56739a003fd8d1439035554b84&oe=5EAF29C9,whenisthenis
1,0,2,1,0,0,1,51,526,82,1,1.961,0.2,51.098,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/67372739_385049785545368_4182183331707748352_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=rFj2KXxKyvYAX-2rTWz&oh=a5c68564e153f8b4459187b00cb6f536&oe=5EB00E6F,erich.franchini
1,0,2,0,0,0,0,28,522,354,1,3.571,0.25,124.179,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/19533876_526127534386568_1973022158040858624_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=9_5UQO_UNScAX_BzInK&oh=de0413d9730032e47e09706b236a8f8a&oe=5EAFDA10,riccardotonelli_
1,0.222,2,0,0,0,0,43,1034,1356,0,4.651,0.333,83.395,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s150x150/21147982_1392356047500894_9147205868511559680_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=_Gok0g1uNikAX8y4k7d&oh=3f05d9c22bae1997820f87a85c40ab20&oe=5EAD5CAD,maffino88
1,0.077,2,146,0,0,1,2098,59370,575,1,2.0,12.5,2112.65,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/77087272_1055008988187129_4254672509829382144_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=wnJ024kkVLAAX-nby7l&oh=cfc4886bbbfbf9302264a8cb4f44f478&oe=5EAE8D31,tommy_marino1
1,0,2,59,0,0,1,10,823,400,1,10.0,0.714,238.1,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/89830002_150975806112558_226951659673092096_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=PCjbAbzAYBcAX_QBTaq&oh=103014a2ef2f99e4e2c9bdfc79eb79d8&oe=5EAF5935,lucaa_bracchi
1,0,2,149,0,0,0,66,539,840,1,3.03,0.917,38.682,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69315218_2421672918117477_61540563454787584_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=-gqsUSNatQ8AX-PcvCN&oh=4333f82b55f0202e4f90c593301134b0&oe=5EADF3E6,daniele_gualandri
1,0,1,0,0,0,0,187,313,444,1,2.0,2.417,41.28,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/21042306_159827437902708_7641875622888734720_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=GryOvXv4XAwAX_tYWOA&oh=963197c532a9ea73966c54aa414c1640&oe=5EADEAC1,enrico_brilla
1,0,2,0,0,0,0,71,762,539,0,2.817,0.417,43.704,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69350447_394127637955693_1662480822650798080_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=RVgb7vieQSoAX-DolOI&oh=f26ee66bf9302c9ce62e357fd57c5543&oe=5EB026D7,simo_colonnelli
1,0,2,0,0,0,0,22,868,500,1,4.545,0.364,152.545,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/20986692_415247022223323_1595866670163820544_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=zXrftb8BqbIAX916KMI&oh=8de0c1a7ee8b51795d75789547479aae&oe=5EAF6A0B,amordac
1,0,2,0,1,0,0,28,529,417,1,3.571,0.364,84.179,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/27576245_170859863548987_1951660644272963584_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=DBN8LhXdi-wAX9PfuNE&oh=f1fe15cb33fe650ea8ad976a97f5114b&oe=5EAF1B8B,giacomotoscani
1,0,1,64,0,0,0,181,1192,767,1,2.0,1.0,119.42,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/65216236_401583704044353_8392448980662878208_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=IE-J4WfFbRoAX9ApzOw&oh=574fd002d60e8b4046b7b2ff63f896aa&oe=5EB05212,enzocena
1,0.125,2,62,0,0,0,28,417,311,1,3.571,0.909,98.893,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/70342902_528947581193788_613071882463215616_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=L64t5ju9-E4AX_4xAn4&oh=6f8dd06c62993a6c52ea27135e25fcd1&oe=5EB051DB,nicolaperotti_34
1,0,0,0,0,0,0,83,586,576,1,1.205,1.167,102.952,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/82617887_1115428482121437_5632144645656936448_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=QWVOwJuyPSwAX8XU-F0&oh=59a793ab66a7c5b909050a030611152c&oe=5EAF072E,lodovicopezzani
1,0,2,150,0,0,0,17,233,204,1,5.882,2.125,47.353,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91706482_3126211747423967_2283184080314957824_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=SyytqfVx3DIAX-8BqC_&oh=1653ee4c5f601565e299bc3d31fa1b9b&oe=5EAFEDA6,paolo_pesce_
1,0.25,2,6,0,0,0,58,727,464,1,1.724,0.333,70.707,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/25016862_154505435322812_6202253167099379712_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=jm1mWidQAy0AX8eMpLq&oh=17b1a689e214883e5c015ea95d374d15&oe=5EAFBF4C,pitta_11
1,0,2,13,0,0,0,15,395,630,1,6.667,0.9,76.8,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/81338603_2571540566257407_7143135267333865472_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=IDCIZD_D4IgAX8rlWYX&oh=e7670bf542a7d4f23b36646bfe156646&oe=5EACCEC8,daniele.screnci
1,0,2,78,0,0,0,340,419,1229,1,3.0,2.583,41.91,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/46361554_2964312220261069_8938230961959600128_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=cE28mJ-PV-UAX_Z5N3h&oh=8f1b9fd0a22dfbeb39302e0c03808313&oe=5EAD357D,matteo_melegari.smy
1,0.286,2,102,0,0,1,153,427,736,1,1.0,1.167,68.01,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/79172089_1757713354362170_5810027751377207296_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=C7NzxuEL8loAX-hWyY6&oh=c6b120133f0e098a03d8d742ce043c92&oe=5EAF415A,delpo98
1,0,2,0,0,0,0,5,255,302,1,20.0,0.2,74.2,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/35520828_285493735333729_1510413055949799424_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=LGmCx0pkhewAX-MhQsT&oh=a28096f6314c069eb7373f802ee7ab7b&oe=5EAEF617,_luca_donati_
0,0,1,0,0,0,0,0,9,516,0,0,0,0,1,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_ohc=-ZwDqkF1E0EAX-yIYDy&oh=e93cf549f002b0a46740be71754857ad&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,hjejendbdnsnshsb
1,0,0,0,0,0,0,3,90,6152,0,66.667,0,140.333,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10838559_1744741235750153_1951477260_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=cPM-STYENW0AX-Q7tua&oh=9447c626d7d92fb51dbd3b1ab3283914&oe=5EB0E5AB,argumentlein
