Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake,Profile Pic Url,Username
1,0,2,132,1,1,0,240,365277,661,1,2.0,8.091,31891.57,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/s320x320/90420402_849328555541855_6235183832409047040_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=B_uLaKE9pe4AX9bJb_T&oh=d6cb9e214ad6f0662f07305147ec9e58&oe=5EACB13A,umbertusss
1,0,1,29,1,1,1,1477,599291,1,1,3.0,33.333,17145.74,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/s320x320/82312406_790585301426959_2284454157978959872_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=uK0Vlp68uooAX8kGL5G&oh=daabcdd6c18c4546628f65a9cd33261d&oe=5EAF0337,inamoratawoman
1,0,3,144,1,0,0,1154,86034,232,1,3.0,16.667,1982.02,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/10865016_1168853199796821_853421246_a.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=EQPTpEc9o78AX8IBl0D&oh=8728f8640d2c2b27581fe177743c0c40&oe=5EADFD8C,fleetilya
1,0,2,37,0,0,1,279,113424,579,1,1.0,6.083,6477.94,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/s320x320/44898764_353443535419328_4390627066769309696_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=R9AMtE2Y5dIAX9nKoRs&oh=91e069e6d75b2ad9778083662b4b5ac9&oe=5EACCA8F,matruletattoo
1,0,6,84,0,0,1,237,2133,630,1,2.0,5.5,174.21,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/s320x320/75443191_467293773872169_5587725226298310656_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=2XM9nVKo0UAAX9KpcpF&oh=1f25c5f67e961d54ede35ace597c726a&oe=5EAFB6FB,elletattoos.ca
1,0,5,145,1,0,0,4343,642071,573,1,4.0,25.0,6242.75,0,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/s320x320/79380327_835759900199016_6908753211159478272_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_ohc=1KecMgyt08IAX85Udbg&oh=bc85093b5922dfe339941b1e47814e79&oe=5EAD2D91,sashatattooing
1,0,2,0,0,0,0,76,605,592,0,1.316,0.333,47.474,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/14561880_1588919941409872_5443422623029526528_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=9pJe0-ZscAYAX_Cv2KN&oh=d67347df332809e26d59e3b028e31cc5&oe=5EAC386C,riccardoeva
1,0,2,41,0,1,1,643,253210,379,1,2.0,8.333,13256.12,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/81187996_818014551955127_4920498492041854976_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=jLkc5KhqPY0AX9LEwCf&oh=88629b9bcac0c303dbfe2a6c784aa43c&oe=5EACC2DC,francescatocca
1,0,2,23,0,0,0,34,3099,622,1,2.941,2.333,570.529,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87534967_190194245412110_4365523970766667776_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=e4_K_BwMP_8AX9nRIvv&oh=bb5c747f5c7431ab3ecfd64a19267751&oe=5EAEBBAE,sophia_barella
1,0,2,47,0,0,0,9,1420,1966,1,11.111,0.333,186.667,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/46428379_2285887688152601_5540209715339853824_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Y0gBaU06HhQAX-JwFOr&oh=053676454365f98229bca3b472ab6698&oe=5EAF9AEC,_rebeccabloomwood
1,0,2,31,1,0,0,289,19605,1002,1,3.0,4.25,632.55,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/83043132_637472957081932_1088085228062244864_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=zbqVxFgb5oMAX-tJUwt&oh=11c93d211ba4534c8b57385ac6721af0&oe=5EACFFB9,j.bleu
1,0,2,74,1,0,0,2225,26195,979,1,2.0,10.0,1646.06,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69896067_2432189287099146_3165725457924489216_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Wjvw7y3e0qQAX8-7o7o&oh=2dd45a058f5451e9d5b1876bb8276ddd&oe=5EAF3C60,alicebosconails
1,0,2,148,1,0,0,212,6402,2717,1,2.0,5.417,241.61,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91087843_211497860125455_1293294131195412480_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=1Qb15_3-leIAX9Iso8H&oh=ed75d60d71db83ea0a2ea95de8a183d2&oe=5EAFD046,davidebernardelli
1,0,2,0,1,1,1,129,204075,1,1,6.0,6.5,4936.84,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/39125197_2199062343661850_79393952230277120_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=vHcBRn4DGaEAX-36vHX&oh=6fbd397d18499f78d8d2411a2b66660d&oe=5EAC19AF,aminamuaddiofficial
1,0,2,16,1,1,1,1113,210260,0,1,5.0,50.0,3413.47,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/21984981_154387355151229_8861892333499580416_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=clZ0aJE0EQ8AX-n-TrF&oh=d5a0ee54c6ffd8cbf0f8adf12222c078&oe=5EAD1296,the.peterdo
1,0,2,0,1,1,1,1167,451464,0,1,6.0,33.333,6146.9,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/34015221_215274322407115_8804729853547905024_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=T39OhZy_wpwAX_DXpSs&oh=5b60b5d4996cf0b56e56492839230ce8&oe=5EAE4B8F,jilsander
1,0.167,0,0,0,0,0,0,56,110,0,0,0,0,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91797446_3252627128099402_6202353441700839424_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=nV3yeMYUVg8AX-ehpGm&oh=956a6ddc496e15890e64d0d189e3430d&oe=5EAF95F5,goicoechea22
1,0,5,147,0,0,1,291,7231,5813,1,5.0,20.0,56.17,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/55931183_434731347300369_4117499170019868672_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=QBT9H7y_MVYAX8wXwxB&oh=26ec56f36243b3e329831f9e1789105a&oe=5EAEC3ED,cory_nails_and_beauty_milano_
1,0,2,0,0,0,0,160,535,371,1,3.0,2.833,59.47,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s150x150/20688145_101769500516864_8869350501259411456_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=aKdyf99IWM4AX_FNVCy&oh=5f31f9d83ab65255091fb4d5c16c4b7e&oe=5EAD18DE,irecinus
1,0,1,29,0,0,1,79,2031,932,1,2.532,4.167,78.418,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/91026608_1079235999123523_8774747477128511488_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=QH3_ahQtZYMAX_yg3mN&oh=2507cddd980e82c89485715cd5344f17&oe=5EAC9CD7,giuliachelotti
1,0,2,117,1,0,0,494,52429,315,1,1.0,8.333,4216.97,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s150x150/10499259_420680764783951_1960205733_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=emSM698-MTIAX9BBjl9&oh=27a487d3b0f7bd0c6d81eea1e76947b3&oe=5EACA69B,somniaromantica
1,0,2,77,0,0,1,356,10797,1070,1,1.0,5.583,739.64,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/89735801_492117535007156_8690951642981335040_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=ez-gmY2CCEkAX_h2Knm&oh=2a3a065c756f42dc441f7ac865763f86&oe=5EAF110A,ilariadolar
1,0,2,136,1,0,1,230,19918,2530,1,1.0,6.167,1820.73,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/88997872_2582554152033310_8984563063399120896_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=7KvDy3DrR_kAX9mtH6H&oh=0ced4c724f62790544a3a8aded304943&oe=5EAE07A0,alessiadonesss
1,0,2,148,1,0,0,1321,28113,3315,1,2.0,1.75,634.78,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/41671827_327903701123935_889147466807508992_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=sv0Hn0dz9eIAX8aR2Ld&oh=fc6ccce3b68ae4d2d9dd307773651d70&oe=5EAFB747,fabio_pregnolato_ph
1,0,3,32,0,0,1,215,39507,979,1,1.0,5.75,1280.2,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/90089329_633491894162901_4244891052525223936_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=zrIttoi5vrsAX95Y5CM&oh=605a98f744983268eaff400f2e28be5f&oe=5EADAEC0,mariavittoriaferrarini
1,0,1,145,1,0,1,929,40785,3544,1,4.0,20.0,574.81,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/16789266_194363651043277_7345490491116355584_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=HtWbDSTv1dQAX9IoUeb&oh=d7134b26e97ee1105ca0aaacc1de7f78&oe=5EAF8808,naheva_official
1,0,3,107,1,0,0,375,21032,874,1,3.0,11.111,967.64,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/82524133_2485639471647659_1276907688499871744_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=u1490XPksngAX8PZ6bh&oh=dbcd164c92630df19c56130e8f938990&oe=5EACEABA,maria.chob
1,0,2,45,0,0,0,1643,256808,443,1,4.0,33.333,16297.21,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84449287_552733088920360_7254312437116043264_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=XruBGz0Zyi8AX9uXXVJ&oh=9f551a7d8729a1e3fd6f6151990c751b&oe=5EADDAAA,idasjunnesson
1,0,1,48,1,0,0,128,130240,608,1,2.0,5.833,6143.7,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/89719920_210400213405789_3314239246562230272_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=TGiLDJ-3R7MAX-hDte2&oh=c4ff0c34f2fb3b361a314e5edd111338&oe=5EAE0531,kitrysha
1,0,2,88,1,1,1,6631,7583924,108,1,9.0,50.0,95441.52,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/47509685_611157529305106_8004139329574141952_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=VghRw3pNcCAAX8Lu0Lf&oh=4eee2ff20de7041a598fe35425f77afb&oe=5EAC3E88,acmilan
1,0,1,54,0,0,1,350,1195,1128,1,3.0,3.167,132.97,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/60275458_358459328357876_7468415191022043136_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=1yasHxu4TyEAX_U1Jix&oh=f7e89ba33f1f69f04084803cc038a30a&oe=5EADE340,davidepoloni
1,0,1,0,0,0,1,682,69254,6337,1,2.0,25.0,6092.82,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69554051_371500320443487_150479895816830976_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=M4QSwILNKqUAX_kir3F&oh=c2e6dd9d5b2dab39be6eedc7be0acad9&oe=5EAE2449,roarvale
1,0,2,57,1,0,1,17,1144,223,1,5.882,0.75,54.706,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84272500_2464925823761630_5973245996207964160_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=RVwOqHgokuUAX8R8Ycv&oh=ec51200bf4e26ab79eb7e9bc0c120092&oe=5EAE94BF,fffabrizia
1,0,3,101,0,0,1,472,353,210,1,1.0,3.25,23.85,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87813176_198811814861799_1424595584991363072_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=K8fLB9Db6coAX_LWg2v&oh=71f0f904fb5c73a8ce3a181f89859abe&oe=5EAF0DC5,elisabetta_aiani
1,0,3,84,1,1,1,5765,156618,3475,1,4.0,25.0,1577.18,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/47692849_439033856635637_6971780232730640384_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=7Fdg7pLkuJcAX9ZXTJ3&oh=e8b8f97c37cf0f2d0f577e3da1e7ca77&oe=5EAF9795,vincenzodascanio
1,0.111,2,0,1,1,1,6606,278522,1411,1,6.0,25.0,3718.88,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/12912541_194300957622418_2119647531_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=SnWDLr3-RCAAX9RwLtm&oh=36fef0d07dd2b65c6777874651beebb9&oe=5EAEE9A5,alessandragrillo12
1,0,1,137,1,0,1,748,5722,3852,1,5.0,25.0,113.07,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/13651810_507241296134440_641437377_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=0BAD9NtownMAX_FbjLo&oh=db684ceec178e86865de0ad45ad59660&oe=5EAD3628,streetpeoplecasting
1,0,1,61,1,0,1,235,113739,27,1,3.0,4.429,637.98,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/16583247_1889951251289303_8647636537023922176_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=h7ty3ncD17gAX-MpUcy&oh=8d9abdb77d0d5d2e60c8cb6720fe26dc&oe=5EADC426,wanderingofficial
1,0,2,15,1,0,1,177,1384,618,1,1.0,0.583,105.68,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/42341781_2299348017012970_1692434216630878208_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=G_WmDrR5xOgAX-EqHYt&oh=1f374c901b3746ca08801996e87df303&oe=5EAC7153,matteoxmontagna
1,0.25,1,43,0,0,0,31,501,462,1,3.226,1.3,42.452,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69213334_388422528515919_4696649168851042304_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=71ogw2t6YgYAX-XMfPG&oh=babf841476e3d6b6b18f3c9f71f40a20&oe=5EAE732E,emiliano.180
1,0,0,2,0,1,1,21,295085,637,1,4.762,5.25,13122.0,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87513204_2734847236749350_7052161799805730816_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=DkNqt0bCBlkAX8oP2vr&oh=f88fa8b78b0710b47f87fc1bda4ae7ef&oe=5EAF4B6D,alessiocampolii
1,0,2,31,0,0,1,285,30566,1441,1,2.0,2.583,513.01,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69674838_2548097891915233_1249034037943599104_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=RCSHo1PTKooAX-nMcYu&oh=e66ae1748c9d82fd7c29743eae0559eb&oe=5EAEED94,_stefaniaferri
1,0,2,40,0,1,0,77,336650,543,1,2.597,4.75,22339.26,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/89667323_506242610035985_3056851541664202752_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=C2mhMAqLlTYAX8PMdpH&oh=827de9bf38e94966d5dffbf93bbec422&oe=5EAC9CDC,veronicaburchielli
1,0,1,7,0,0,1,116,360,232,1,2.0,0.75,21.37,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/88290618_231170781349779_6454496093882286080_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=jv8b_bbvzbQAX9CmLcl&oh=50b17f00c7f52b3390693a03adfcd94e&oe=5EADDDED,elisamazzuu
1,0,2,24,0,0,1,671,4043,662,1,2.0,14.286,39.5,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/82632318_133267511269244_3070651576528928768_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=KuAKxfECx60AX_UWvD5&oh=730079cea1c8d6178bffad1842c518bc&oe=5EACCD53,giorgiaholic
1,0,2,134,0,0,0,379,47373,610,1,3.0,12.5,466.53,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/89967517_1366434610208542_8962385334046294016_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=_-u1xZRNOlYAX-InhzL&oh=bc15c86580f65fa996801f6b934365c4&oe=5EAD74C9,jessicapix_
1,0,3,124,1,1,0,4436,61315,949,1,5.0,20.0,831.54,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/75472259_1810127062619913_2602273989761957888_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=LrHszMivNz0AX9sAH12&oh=52feaa813177fba2489228261b067583&oe=5EAEF556,amandatoy
1,0,2,80,0,0,1,173,1034,959,1,2.0,4.667,81.83,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/66284912_470638090366180_3738584399113879552_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Vga4kdD2QCoAX9u25ee&oh=fd4e1be4d08375669c863bb9bf6a06a5&oe=5EADA0C2,camilla.volpini
1,0,1,104,0,0,1,544,3293,417,1,2.0,14.286,178.55,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87332649_231991554513675_7062141452670730240_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=vCdhJkwJlZsAX-yqjNA&oh=679182103000dd2064150b821c9bbc89&oe=5EAF1066,borbonibenedetta
1,0,3,149,1,0,1,466,7900,1039,1,1.0,8.0,77.76,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/26869111_873468866166993_1770159728685481984_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=-7eB9um_0iAAX-qjDaD&oh=ab3d37671b7c56bc0b4c2f6a2ea24dc1&oe=5EAC6185,myclosetmilano
1,0,2,74,1,0,1,623,46330,2864,1,1.0,20.0,805.13,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/72175250_653230758537818_2037823147134156800_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=_GaXwsInlwQAX_T3vVB&oh=1d7e9fa347101efa7dba97719ead42df&oe=5EAD9E02,nyktos_ph
1,0,3,120,1,0,0,553,19504,2163,1,2.0,10.0,454.64,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/60260587_2284042291671698_3004031496987082752_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=NckVgUHS30AAX9Njp4d&oh=83d1493fa51c1eda348fee73e2247d4c&oe=5EAF37B2,robertomanniniphoto
1,0,2,145,1,0,1,216,1698,526,1,2.0,2.417,143.02,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/13741034_630903923730427_198340361_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=NAS9LhWwVgAAX_TuK5w&oh=bad2c1f55a2cefc4e55157a235ba1be9&oe=5EACA297,andreacremas_ph
1,0,3,12,0,0,0,124,1474,1016,1,2.0,1.333,127.17,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/51607491_1530648257069147_3792389189597659136_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=AYpNdctGs7EAX8pSsg5&oh=21b91c46d1dfa637166f307197047e57&oe=5EAC6C12,giotabacchi
1,0,2,144,0,0,1,1153,14489,2741,1,2.0,25.0,339.06,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/72787152_1422454891238086_7950349476986617856_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=_DzgPrVja6EAX_0D4D-&oh=b50630ae9d895b93ad8deaa7012baf05&oe=5EAC6773,juliverinova
1,0,4,134,1,0,1,1621,60849,69,1,3.0,20.0,766.99,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/17334031_1785861418400004_6756688704338657280_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=HDTEx_UU030AX-uFlhK&oh=0ba8d7d0f41684b1965be937114dd1b0&oe=5EAFE46F,lefayresorts
1,0,2,68,1,0,1,124,17108,2750,1,2.0,7.0,464.99,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/62192800_419769045417887_692011607542202368_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Wm_MT1KipPwAX_xXD29&oh=6836b8d9d964bbd09ad845cf7df2ebe2&oe=5EAC40C9,fabiobozzetti
1,0,2,44,0,0,1,251,9596,727,1,2.0,1.545,1253.55,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/47483399_271230216875917_1978090842220396544_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=ph-9tZoLg_UAX-GkXKm&oh=f9a6e02c45bd550e97be48b2426db677&oe=5EAF97A6,gotommypro
1,0,1,24,1,0,1,120,3358,1013,1,3.0,6.417,410.97,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/87413556_140711787117790_784167969193197568_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=y7gzxamsAiQAX867xN1&oh=77cb2f5002d78ca9205801229b69ba86&oe=5EAFFED9,monalavia
1,0,2,129,1,0,1,84,2435,1445,1,4.762,2.833,76.714,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/56273995_657596871360440_2473869981033431040_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=uPnTNXkwMM4AX-MK3bl&oh=5d00cf8b8abf0f74d34366e34fd3102e&oe=5EAE49B2,dr_pedrelli_inkremoval_milano
1,0,2,113,1,0,1,158,12494,976,1,1.0,6.25,246.17,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/58410812_377256406209912_5828071793750966272_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=aOpvViW5b20AX-3GiOb&oh=5f2e7fe3dd32bf8d3743c331246219cc&oe=5EAF63B2,cristian_imperiale
1,0,3,67,0,0,1,1240,3548,893,1,1.0,6.917,297.03,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/42951677_118461899071108_2995528359389167616_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=NtzAk-WSxE0AX9VzOdn&oh=98bb0785611aca9c9adcf7c9e2e4ae79&oe=5EAC3091,lauraadicristofaro
1,0,3,74,0,0,1,96,3479,619,1,6.25,7.833,49.479,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/83271046_479553846257805_7992324072111341568_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=IkOxb2ZV02YAX84jtmC&oh=f30f760947fc6081c81562aed0e7846b&oe=5EADC03E,klover_studio
1,0,1,89,1,0,0,1770,90388,1394,1,4.0,50.0,2930.99,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84323748_205398377176601_3701614875408072704_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=mW6RAOp0My8AX-mHhun&oh=4dff4960b24cb47ae04ad5b2df49baa8&oe=5EAD0EB5,mcqueen_vault
1,0,1,0,0,0,0,1694,6020,1453,1,2.0,2.917,113.14,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/17819320_175416446311994_2144467846518800384_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=mgxirXSyzpwAX8qM0Ed&oh=3b4ff085a0640499659a08cde539e02d&oe=5EAE6806,iocca
1,0,2,49,1,0,1,9,1720,882,1,11.111,0.667,149.444,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/88386327_509317726439830_8449920908713263104_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=qouPk8DnIVMAX-jq6kM&oh=8d77011e5cefc974000b7ed363be794d&oe=5EAD73DF,eleonorachiarato
1,0,1,94,0,1,0,361,613189,883,1,1.0,10.0,78502.16,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/84837525_504455316932260_3889259458244640768_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Gho7WbBgqJoAX9JxAml&oh=51468ac8f1bbe7f59d41150a08091129&oe=5EADBAC0,robertazacchero
1,0,3,112,1,0,0,359,12832,489,1,2.0,12.5,413.04,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/82826775_549307489125331_3722608950428827648_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=lgytVapua64AX-bDdiZ&oh=6604273b1d498d0e807bb7aafb2b7da5&oe=5EAC9E1C,taty_etl
1,0,3,96,1,0,0,443,130546,271,1,2.0,16.667,15275.52,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/73423675_2577612162316738_4722461733321441280_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=lwHX6yViAwUAX9NyHsK&oh=0b1426acddd2f46ae1b5a519a58a2528&oe=5EAD78DB,lexx.little
1,0,2,34,1,0,0,219,1026,844,0,4.0,0,48.5,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/14693854_655060761320640_8012530965526085632_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=dz3rEUH2RTIAX_lUnb_&oh=3cfd731ec6327928eaf03825d7588e5f&oe=5EAF5594,emilia__corrado
1,0,4,90,1,0,1,188,90379,586,1,2.0,10.0,12943.4,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/90709530_1076948979331606_4899394156620677120_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=LYRakiA3_QgAX8E05WF&oh=c1f4910e6f3ce37c25aa05696e247d8b&oe=5EAC4F66,riccardoderinaldis
